<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
VNINDEX,20111017,415.52,415.52,410.33,410.84,20921590
VNINDEX,20111018,407.44,408.11,404.32,404.32,21473490
VNINDEX,20111019,404.32,407.02,399.08,401.15,19786910
VNINDEX,20111020,402.86,404.85,401.62,403.73,13655790
VNINDEX,20111021,405.44,411.79,405.44,411.03,22498990
VNINDEX,20111024,415.90,418.34,414.46,414.46,19773030
VNINDEX,20111025,416.06,417.07,409.38,409.38,17956640
VNINDEX,20111026,410.42,413.66,410.35,412.10,18505100
VNINDEX,20111027,414.63,415.59,412.79,414.75,18063250
VNINDEX,20111028,418.83,422.45,415.52,422.07,36267381
VNINDEX,20111031,426.89,428.86,420.81,420.81,35210550
VNINDEX,20111101,418.77,419.16,412.60,413.82,27176620
VNINDEX,20111102,410.02,412.06,407.07,407.79,24418500
VNINDEX,20111103,408.18,410.48,405.72,408.44,21944380
VNINDEX,20111104,411.22,412.79,410.37,410.57,21569560
VNINDEX,20111107,409.78,413.94,408.66,410.52,25581440
VNINDEX,20111108,408.36,409.76,405.17,408.60,21847320
VNINDEX,20111109,409.19,410.21,404.18,405.19,17097170
VNINDEX,20111110,402.47,402.47,399.29,401.03,20710210
VNINDEX,20111111,399.67,403.40,396.30,396.30,21875250
VNINDEX,20111114,397.52,397.70,389.04,391.74,27130240
VNINDEX,20111115,391.63,393.46,386.47,387.87,26963620
VNINDEX,20111116,389.25,392.98,388.51,390.89,25943180
VNINDEX,20111117,390.91,392.23,385.86,385.86,21918840
VNINDEX,20111118,383.14,383.45,377.46,379.62,27391450
VNINDEX,20111121,380.40,382.71,377.92,379.14,18436530
VNINDEX,20111122,377.46,382.62,375.93,381.76,22470270
VNINDEX,20111123,385.15,388.57,384.84,388.57,21175900
VNINDEX,20111124,387.26,389.29,381.78,381.78,19813362
VNINDEX,20111125,381.78,383.74,379.38,383.35,17112220
VNINDEX,20111128,386.04,388.98,383.05,383.31,23924210
VNINDEX,20111129,385.78,386.55,382.90,382.90,17443900
VNINDEX,20111130,381.88,382.62,378.78,380.69,21187010
VNINDEX,20111201,380.47,382.87,377.03,380.10,17643450
VNINDEX,20111202,380.92,383.88,380.36,383.88,19808870
VNINDEX,20111205,385.82,391.71,385.82,391.19,31626940
VNINDEX,20111206,393.92,396.29,390.20,390.20,33816160
VNINDEX,20111207,389.15,389.69,386.71,387.21,25848200
VNINDEX,20111208,387.02,388.35,381.63,381.63,24726570
VNINDEX,20111209,381.28,382.13,375.67,377.16,26815380
VNINDEX,20111212,376.97,378.82,373.89,375.30,25025490
VNINDEX,20111213,374.11,377.17,371.75,371.75,24121800
VNINDEX,20111214,371.75,374.42,366.64,367.55,32579780
VNINDEX,20111215,364.14,365.09,360.16,364.48,33685980
VNINDEX,20111216,364.37,369.65,363.80,366.03,31830080
VNINDEX,20111219,365.71,367.95,364.73,367.40,20977830
VNINDEX,20111220,365.50,369.09,363.22,365.67,21369910
VNINDEX,20111221,368.00,369.48,366.96,367.72,23306380
VNINDEX,20111222,366.68,366.78,359.12,360.37,31386790
VNINDEX,20111223,352.48,356.97,352.21,356.21,21736880
VNINDEX,20111226,356.15,356.15,349.70,352.68,19421120
VNINDEX,20111227,348.42,348.83,346.48,347.80,26464690
VNINDEX,20111228,347.59,351.34,347.17,350.66,26615560
VNINDEX,20111229,349.06,350.51,347.39,350.51,21775300
VNINDEX,20111230,351.83,352.46,348.30,351.55,26441080
VNINDEX,20120103,351.37,354.02,349.31,350.00,13737030
VNINDEX,20120104,349.22,349.92,348.24,348.84,19643360
VNINDEX,20120105,346.42,347.13,340.94,340.94,17221570
VNINDEX,20120106,340.19,340.19,336.49,336.73,19779270
VNINDEX,20120109,334.93,339.32,332.28,339.32,19198950
VNINDEX,20120110,336.84,345.25,336.84,344.68,24725890
VNINDEX,20120111,347.98,349.45,346.71,347.43,20793880
VNINDEX,20120112,347.78,349.44,347.22,348.11,18662540
VNINDEX,20120113,349.31,354.33,349.31,354.33,16398250
VNINDEX,20120116,356.77,360.08,355.97,357.87,20302930
VNINDEX,20120117,357.52,363.50,357.10,358.86,16112970
VNINDEX,20120118,360.81,363.30,360.47,362.66,13022720
VNINDEX,20120119,363.15,373.43,363.04,373.43,19593160
VNINDEX,20120120,378.07,378.07,373.00,373.00,20282210
VNINDEX,20120130,375.10,384.94,373.10,384.94,18491240
VNINDEX,20120131,390.43,393.92,387.97,387.97,37141730
VNINDEX,20120201,388.70,390.67,383.05,390.67,30800590
VNINDEX,20120202,393.89,401.61,393.82,401.61,39209510
VNINDEX,20120203,408.95,411.38,401.74,401.74,55293290
VNINDEX,20120206,402.36,402.38,394.91,399.73,28639550
VNINDEX,20120207,400.43,402.50,396.02,401.08,32063940
VNINDEX,20120208,403.74,409.74,401.51,409.53,41644860
VNINDEX,20120209,412.98,414.60,409.18,411.39,41021360
VNINDEX,20120210,410.11,410.11,403.49,405.02,45896610
VNINDEX,20120213,402.37,402.37,395.54,395.54,28103480
VNINDEX,20120214,391.08,400.26,391.08,400.26,28107570
VNINDEX,20120215,398.61,400.66,394.38,397.41,29091950
VNINDEX,20120216,395.20,398.44,393.66,396.51,31249860
VNINDEX,20120217,397.98,403.30,397.98,403.30,29820360
VNINDEX,20120220,409.83,414.50,408.98,413.98,42285070
VNINDEX,20120221,421.81,422.19,410.32,410.91,56654590
VNINDEX,20120222,410.63,418.41,410.63,418.41,47041290
VNINDEX,20120223,419.49,423.89,416.45,423.89,60216010
VNINDEX,20120224,427.10,429.42,423.43,423.43,68664710
VNINDEX,20120227,426.03,430.75,425.66,428.41,61428800
VNINDEX,20120228,429.26,431.11,421.65,422.22,84449500
VNINDEX,20120229,420.02,423.64,418.01,423.64,69107950
VNINDEX,20120301,426.48,427.95,422.65,427.95,58982220
VNINDEX,20120302,432.32,439.60,431.79,439.60,74979590
VNINDEX,20120305,448.66,459.80,448.66,457.21,65544530
VNINDEX,20120306,465.63,468.15,444.99,445.00,143229740
VNINDEX,20120307,442.74,444.25,433.69,444.02,97945750
VNINDEX,20120308,436.44,443.50,431.66,431.66,83407280
VNINDEX,20120309,429.20,435.27,424.43,432.11,71638930
VNINDEX,20120312,429.83,432.61,423.43,428.02,68630700
VNINDEX,20120313,429.73,433.66,427.76,429.39,58475180
VNINDEX,20120314,435.73,437.23,429.22,433.86,59926960
VNINDEX,20120315,433.47,442.55,430.39,441.85,88589620
VNINDEX,20120316,449.66,450.32,438.52,438.52,105559940
VNINDEX,20120319,449.66,440.92,437.45,438.07,51449420
VNINDEX,20120320,435.20,441.73,435.20,440.29,56227500
VNINDEX,20120321,443.43,450.25,443.13,445.77,95897770
VNINDEX,20120322,442.77,448.92,442.44,445.67,76082270
VNINDEX,20120323,448.93,455.16,448.85,454.10,85360500
VNINDEX,20120326,458.21,459.26,451.46,459.26,89726030
VNINDEX,20120327,457.55,457.55,445.92,445.92,115772320
VNINDEX,20120328,443.20,447.14,437.05,446.32,76397450
VNINDEX,20120329,449.01,449.01,439.47,439.63,71130040
VNINDEX,20120330,442.57,443.74,437.62,441.03,61661900
VNINDEX,20120403,440.95,446.14,440.23,445.77,54047250
VNINDEX,20120404,446.02,447.02,439.27,439.77,48957860
VNINDEX,20120405,439.00,445.80,436.67,444.93,55823460
VNINDEX,20120406,447.08,450.23,445.87,447.44,69734180
VNINDEX,20120409,450.55,452.06,448.17,450.73,63077480
VNINDEX,20120410,451.01,455.86,448.91,450.85,80453480
VNINDEX,20120411,457.56,458.74,452.69,458.74,88529490
VNINDEX,20120412,462.22,468.14,460.79,465.26,97343440
VNINDEX,20120413,467.48,468.38,462.52,462.52,118550280
VNINDEX,20120416,465.06,470.73,461.76,468.26,81922480
VNINDEX,20120417,471.54,474.92,467.58,472.84,95743250
VNINDEX,20120418,475.10,478.87,471.36,472.16,119699530
VNINDEX,20120419,470.81,473.31,465.29,467.08,119923140
VNINDEX,20120420,467.08,470.50,462.91,465.72,82431400
VNINDEX,20120423,466.80,469.20,464.61,465.17,60229240
VNINDEX,20120424,465.67,466.23,460.60,465.65,69115350
VNINDEX,20120425,471.39,473.22,468.89,472.87,83805110
VNINDEX,20120426,472.82,475.44,470.21,470.21,89707640
VNINDEX,20120427,473.43,475.22,470.43,473.77,80076110
VNINDEX,20120502,476.02,478.44,471.07,472.46,114884980
VNINDEX,20120503,470.54,473.07,465.00,468.80,100543120
VNINDEX,20120504,470.53,477.72,470.53,476.32,97867600
VNINDEX,20120507,481.95,486.31,481.05,486.31,92055910
VNINDEX,20120508,488.60,492.44,486.25,488.07,126988850
VNINDEX,20120509,488.19,490.49,485.33,487.62,109813000
VNINDEX,20120510,490.03,491.35,482.68,486.07,124599030
VNINDEX,20120511,487.68,488.13,479.87,480.10,110416050
VNINDEX,20120514,477.73,483.15,469.69,469.69,88313720
VNINDEX,20120515,462.97,467.63,455.47,455.65,91695260
VNINDEX,20120516,455.75,458.57,446.38,449.91,83065900
VNINDEX,20120517,449.77,453.72,442.58,442.58,69652870
VNINDEX,20120518,439.69,440.24,430.29,434.95,76373980
VNINDEX,20120521,438.53,448.19,437.72,448.02,63857990
VNINDEX,20120522,451.32,453.70,446.84,447.94,60518060
VNINDEX,20120523,443.60,446.20,436.75,436.75,56528440
VNINDEX,20120524,431.39,435.59,425.65,426.92,52125440
VNINDEX,20120525,432.62,438.42,431.01,437.38,57164750
VNINDEX,20120528,443.24,443.24,433.42,435.48,64208990
VNINDEX,20120529,431.75,432.91,429.11,431.44,45872090
VNINDEX,20120530,433.29,437.31,432.39,435.34,43279360
VNINDEX,20120531,431.84,433.94,428.52,429.20,45434610
VNINDEX,20120601,430.75,432.27,427.98,428.80,40392570
VNINDEX,20120604,426.91,427.58,416.65,416.65,62960500
VNINDEX,20120605,413.96,421.02,413.58,421.02,44526700
VNINDEX,20120606,421.09,427.17,420.81,426.39,43022010
VNINDEX,20120607,431.14,436.68,428.61,434.41,63449670
VNINDEX,20120608,439.02,441.46,432.90,432.90,80032950
VNINDEX,20120611,432.15,435.86,430.28,432.50,53036630
VNINDEX,20120612,432.89,432.89,428.04,428.16,51528352
VNINDEX,20120613,429.73,429.73,424.86,427.61,45700390
VNINDEX,20120614,425.74,428.59,424.05,425.28,42057240
VNINDEX,20120615,425.62,433.09,425.62,433.09,69270580
VNINDEX,20120618,436.89,439.29,433.75,435.59,56097120
VNINDEX,20120619,434.04,435.11,430.23,431.08,38876360
VNINDEX,20120620,431.80,434.16,429.20,432.89,29000090
VNINDEX,20120621,432.27,433.49,430.83,431.14,37060530
VNINDEX,20120622,429.95,430.19,426.50,427.17,48829270
VNINDEX,20120625,429.95,429.81,422.95,424.12,46964430
VNINDEX,20120626,421.17,421.76,417.92,419.19,45757250
VNINDEX,20120627,419.78,422.17,418.00,418.04,38165550
VNINDEX,20120628,418.74,418.78,415.34,418.16,34918150
VNINDEX,20120629,420.76,422.37,418.49,422.37,28907980
VNINDEX,20120702,420.76,424.95,418.18,419.30,29566340
VNINDEX,20120703,416.47,417.21,411.86,413.09,39604310
VNINDEX,20120704,413.41,416.03,410.73,410.73,26185920
VNINDEX,20120705,410.85,413.83,408.43,413.83,28260180
VNINDEX,20120706,414.01,417.97,413.53,415.44,35761520
VNINDEX,20120709,413.59,414.39,407.51,408.12,28468730
VNINDEX,20120710,406.40,409.86,405.39,405.39,23787430
VNINDEX,20120711,405.29,408.21,405.07,407.28,19661440
VNINDEX,20120712,406.50,409.70,406.18,408.72,24196650
VNINDEX,20120713,409.85,416.98,409.85,416.98,52081490
VNINDEX,20120716,417.54,418.78,413.28,413.98,39131160
VNINDEX,20120717,411.72,418.50,411.72,417.55,35729970
VNINDEX,20120718,418.19,419.91,416.10,418.83,37431400
VNINDEX,20120719,417.77,428.38,417.77,428.38,72870070
VNINDEX,20120720,432.10,430.63,424.47,424.47,66737560
VNINDEX,20120723,423.31,426.13,421.42,421.99,46579310
VNINDEX,20120724,420.19,420.62,414.60,415.63,41476390
VNINDEX,20120725,412.94,415.71,412.56,412.91,39084070
VNINDEX,20120726,413.78,416.63,412.89,414.80,29726580
VNINDEX,20120727,416.43,417.68,412.47,413.16,34240000
VNINDEX,20120730,410.57,415.31,410.08,415.00,23591670
VNINDEX,20120731,415.70,416.57,414.19,414.48,20631280
VNINDEX,20120801,413.73,413.99,410.54,412.55,25901500
VNINDEX,20120802,414.23,417.96,414.23,416.10,18712110
VNINDEX,20120803,417.63,419.26,417.09,418.21,21684750
VNINDEX,20120806,419.29,423.77,419.29,423.16,39532210
VNINDEX,20120807,423.72,425.46,422.44,422.50,29412940
VNINDEX,20120808,422.74,424.52,421.31,423.57,22369090
VNINDEX,20120809,424.43,428.21,424.43,426.98,37482300
VNINDEX,20120810,427.49,427.93,425.06,425.56,31538750
VNINDEX,20120813,423.79,426.38,423.44,426.17,23477000
VNINDEX,20120814,425.79,430.89,425.79,429.47,44659470
VNINDEX,20120815,429.96,432.44,429.96,430.77,31649990
VNINDEX,20120816,431.58,433.63,429.43,430.83,24219370
VNINDEX,20120817,431.42,434.72,430.83,433.45,32943250
VNINDEX,20120820,435.33,437.61,434.92,437.28,32299370
VNINDEX,20120821,430.79,430.79,416.23,416.84,61664400
VNINDEX,20120822,404.22,413.42,404.17,410.23,67225530
VNINDEX,20120823,400.03,400.07,391.54,392.82,37075710
VNINDEX,20120824,379.45,402.22,378.17,399.72,88370910
VNINDEX,20120827,395.37,395.61,385.05,386.19,39922570
VNINDEX,20120828,381.06,386.05,379.61,385.78,41225681
VNINDEX,20120829,389.85,394.04,389.85,393.06,35740700
VNINDEX,20120830,394.90,399.44,393.37,397.25,35280940
VNINDEX,20120831,396.88,398.19,394.29,396.02,26853510
VNINDEX,20120904,397.37,403.25,397.37,402.08,22576320
VNINDEX,20120905,402.56,404.87,396.31,398.92,38133340
VNINDEX,20120906,396.41,398.77,393.41,393.41,27130310
VNINDEX,20120907,395.25,397.51,392.56,397.51,29332820
VNINDEX,20120910,395.72,396.27,386.19,388.88,40663290
VNINDEX,20120911,383.87,388.02,383.87,386.62,33882860
VNINDEX,20120912,387.03,390.30,387.03,388.35,29879350
VNINDEX,20120913,388.55,391.36,387.68,391.36,28938490
VNINDEX,20120914,398.13,400.09,395.14,398.87,42312440
VNINDEX,20120917,400.55,405.27,400.07,401.75,30647860
VNINDEX,20120918,403.48,405.05,392.98,394.51,39909580
VNINDEX,20120919,391.05,396.17,390.89,394.55,37098740
VNINDEX,20120920,393.05,393.42,385.90,389.28,41727780
VNINDEX,20120921,391.00,395.55,391.00,395.48,49705410
VNINDEX,20120924,392.16,394.54,390.08,390.37,23023940
VNINDEX,20120925,391.17,394.06,390.14,391.77,20374330
VNINDEX,20120926,392.51,397.86,392.51,395.12,22135450
VNINDEX,20120927,395.66,396.67,391.34,393.34,23303850
VNINDEX,20120928,392.11,393.91,390.99,392.57,21087270
VNINDEX,20121001,391.74,391.86,386.42,386.55,27156800
VNINDEX,20121002,386.78,387.62,384.20,384.32,25540110
VNINDEX,20121003,385.61,387.60,383.07,385.37,26431310
VNINDEX,20121004,385.68,386.66,383.62,384.51,20410900
VNINDEX,20121005,384.78,388.16,384.65,388.16,23961840
VNINDEX,20121008,387.83,393.45,387.83,393.45,32959790
VNINDEX,20121009,394.36,394.87,392.26,393.67,33817860
VNINDEX,20121010,392.38,394.66,391.75,394.66,36353960
VNINDEX,20121011,395.32,397.55,393.87,394.19,40188670
VNINDEX,20121012,394.17,395.01,392.26,392.54,40913060
VNINDEX,20121015,392.88,394.19,390.72,391.56,35599600
VNINDEX,20121016,392.60,399.22,392.60,399.22,38610190
VNINDEX,20121017,399.22,400.97,395.91,397.02,34001760
VNINDEX,20121018,395.94,399.55,395.94,398.51,33648950
VNINDEX,20121019,399.52,400.46,394.98,398.23,48971260
VNINDEX,20121022,397.77,398.34,394.69,397.00,29878260
VNINDEX,20121023,397.27,399.22,395.89,397.71,24240560
VNINDEX,20121024,397.69,398.43,395.24,395.45,23435510
VNINDEX,20121025,393.79,394.54,389.92,389.92,29179710
VNINDEX,20121026,390.05,393.13,389.50,391.70,20270490
VNINDEX,20121029,390.96,392.60,390.63,391.36,17333440
VNINDEX,20121030,391.13,392.17,389.64,389.86,19925250
VNINDEX,20121031,388.50,390.05,387.39,388.42,19971150
VNINDEX,20121101,388.10,389.74,387.95,387.95,23091350
VNINDEX,20121102,378.74,380.33,374.98,375.26,51024090
VNINDEX,20121105,372.39,378.45,372.39,377.27,27392320
VNINDEX,20121106,377.27,379.05,375.12,376.95,21859910
VNINDEX,20121107,377.83,381.22,375.75,380.90,27064820
VNINDEX,20121108,380.32,385.60,380.13,385.60,20853300
VNINDEX,20121109,385.61,386.79,383.72,386.71,23169930
VNINDEX,20121112,386.71,388.94,385.66,388.62,32872920
VNINDEX,20121113,387.52,388.43,385.15,385.22,27887200
VNINDEX,20121114,384.74,389.40,384.61,387.71,22054410
VNINDEX,20121115,389.84,390.65,386.60,386.91,24204300
VNINDEX,20121116,385.83,386.25,383.16,385.71,18280560
VNINDEX,20121119,384.83,386.22,382.42,383.32,18508160
VNINDEX,20121120,383.23,385.37,381.84,385.10,20945930
VNINDEX,20121121,385.18,385.80,382.72,383.87,19043880
VNINDEX,20121122,383.44,384.10,382.57,383.22,14762810
VNINDEX,20121123,383.22,384.25,381.14,381.71,18588540
VNINDEX,20121126,382.43,382.62,377.82,377.90,19424070
VNINDEX,20121127,377.77,378.62,376.08,376.89,14100000
VNINDEX,20121128,376.13,377.32,374.15,375.79,16468860
VNINDEX,20121129,377.45,378.62,376.93,378.20,14745550
VNINDEX,20121130,380.01,380.18,377.52,377.82,16525680
VNINDEX,20121203,377.94,379.27,375.78,379.27,17188480
VNINDEX,20121204,379.02,382.10,377.89,382.10,23715390
VNINDEX,20121205,382.10,387.05,382.10,385.69,35839740
VNINDEX,20121206,385.59,386.62,384.53,385.69,26784560
VNINDEX,20121207,386.44,386.60,383.80,383.80,26109500
VNINDEX,20121210,384.84,387.67,383.53,386.69,38296950
VNINDEX,20121211,386.25,389.37,385.81,389.37,35197200
VNINDEX,20121212,388.41,393.13,386.46,391.08,45925850
VNINDEX,20121213,393.04,393.81,390.57,391.19,41652240
VNINDEX,20121214,392.23,394.61,392.05,392.21,35228470
VNINDEX,20121217,391.37,395.30,391.31,393.63,44543430
VNINDEX,20121218,396.21,396.45,392.34,393.39,44355940
VNINDEX,20121219,395.84,398.59,395.34,398.59,64520540
VNINDEX,20121220,399.13,400.71,397.86,399.68,61282060
VNINDEX,20121221,397.49,400.27,394.27,396.78,61459550
VNINDEX,20121224,397.25,400.22,396.57,399.71,37347230
VNINDEX,20121225,401.01,401.72,398.09,401.34,43120810
VNINDEX,20121226,399.43,406.10,398.31,406.10,52980150
VNINDEX,20121227,408.32,410.68,406.58,409.97,69702680
VNINDEX,20121228,409.49,413.73,408.32,413.73,54265930
VNINDEX,20130102,415.50,419.05,414.41,418.35,60311180
VNINDEX,20130103,420.68,420.68,413.68,419.27,96108870
VNINDEX,20130104,418.75,426.48,417.50,426.06,63364690
VNINDEX,20130107,428.53,434.64,426.86,434.19,75004280
VNINDEX,20130108,437.25,447.16,437.15,447.16,81496290
VNINDEX,20130109,452.63,457.75,442.26,448.77,131421730
VNINDEX,20130110,447.99,460.12,444.08,460.12,69049730
VNINDEX,20130111,468.39,469.16,461.74,462.69,71736170
VNINDEX,20130114,458.08,462.08,455.51,458.97,66848260
VNINDEX,20130115,459.24,461.42,455.93,461.42,85189720
VNINDEX,20130116,462.17,470.34,462.17,465.25,93433920
VNINDEX,20130117,465.66,466.55,456.76,456.76,93851780
VNINDEX,20130118,458.21,459.82,450.28,454.16,80290320
VNINDEX,20130121,453.91,456.34,447.79,447.79,52791190
VNINDEX,20130122,449.01,450.80,441.24,442.85,65159100
VNINDEX,20130123,443.96,447.79,440.48,443.37,47105470
VNINDEX,20130124,444.34,452.40,444.19,452.40,46685140
VNINDEX,20130125,455.28,468.09,455.25,468.09,80711500
VNINDEX,20130128,474.27,485.67,474.27,479.60,103940640
VNINDEX,20130129,478.02,484.34,476.33,484.01,83689610
VNINDEX,20130130,486.67,490.89,482.76,487.60,81816460
VNINDEX,20130131,484.04,485.19,479.79,479.79,77448750
VNINDEX,20130201,477.11,483.42,473.23,483.42,57696770
VNINDEX,20130204,487.06,488.96,482.38,482.38,50205730
VNINDEX,20130205,481.82,482.56,477.36,477.36,53187860
VNINDEX,20130206,479.62,488.62,479.62,488.36,61098630
VNINDEX,20130207,490.88,493.72,488.03,490.62,66319750
VNINDEX,20130208,491.85,495.72,489.64,494.03,58838750
VNINDEX,20130218,497.87,497.87,493.95,493.95,67678930
VNINDEX,20130219,493.40,495.39,490.33,490.78,101269460
VNINDEX,20130220,487.99,495.82,487.68,494.83,75889430
VNINDEX,20130221,494.83,497.70,476.73,476.73,121293570
VNINDEX,20130222,482.03,487.11,470.23,477.69,105270730
VNINDEX,20130225,481.67,483.97,478.97,483.69,46608020
VNINDEX,20130226,482.50,482.50,463.64,465.05,90251400
VNINDEX,20130227,465.89,467.50,459.64,465.72,68059040
VNINDEX,20130228,465.72,476.41,465.72,474.56,50678370
VNINDEX,20130301,476.51,480.39,475.46,477.15,48407200
VNINDEX,20130304,477.04,479.06,468.74,468.74,64774600
VNINDEX,20130305,467.36,467.84,461.61,462.12,57356100
VNINDEX,20130306,466.96,471.09,464.19,471.09,32511220
VNINDEX,20130307,470.73,472.54,466.63,466.63,41308530
VNINDEX,20130308,468.10,471.75,468.10,470.68,30142850
VNINDEX,20130311,471.29,476.79,469.78,476.50,53686210
VNINDEX,20130312,475.23,478.67,470.51,475.34,57757820
VNINDEX,20130313,476.43,478.05,471.85,473.18,48212190
VNINDEX,20130314,471.63,474.60,470.81,474.60,44795250
VNINDEX,20130315,474.99,481.35,474.45,481.35,72403940
VNINDEX,20130318,481.53,482.59,478.54,479.13,46990510
VNINDEX,20130319,478.45,482.21,477.55,480.48,33082800
VNINDEX,20130320,481.88,488.94,480.53,487.04,43035240
VNINDEX,20130321,488.64,494.57,488.43,491.79,46870700
VNINDEX,20130322,492.88,500.59,486.15,489.99,49788230
VNINDEX,20130325,491.76,495.64,488.55,493.57,33144960
VNINDEX,20130326,494.19,496.32,489.14,489.46,36516000
VNINDEX,20130327,489.30,492.46,485.34,491.26,34896540
VNINDEX,20130328,491.64,495.12,487.67,490.67,39513170
VNINDEX,20130329,487.01,492.96,483.50,491.04,34734860
VNINDEX,20130401,490.66,505.81,489.90,505.81,47153090
VNINDEX,20130402,507.31,514.10,507.22,509.43,66367870
VNINDEX,20130403,509.29,511.59,502.38,505.93,54225370
VNINDEX,20130404,505.54,506.63,497.35,497.35,48524380
VNINDEX,20130405,501.16,503.36,497.83,502.58,44598800
VNINDEX,20130408,505.00,507.75,501.91,506.66,49051910
VNINDEX,20130409,505.09,512.85,504.16,510.49,58149210
VNINDEX,20130410,512.15,518.46,496.50,496.50,64402460
VNINDEX,20130411,501.39,504.51,497.08,504.07,46971210
VNINDEX,20130412,505.37,505.90,490.82,494.27,50661340
VNINDEX,20130415,491.65,491.77,478.80,480.02,51237740
VNINDEX,20130416,475.07,479.97,466.56,478.07,46214530
VNINDEX,20130417,482.17,483.99,476.53,483.99,28380260
VNINDEX,20130418,479.11,483.99,471.10,473.21,35218830
VNINDEX,20130422,471.81,472.95,466.78,468.43,37044620
VNINDEX,20130423,470.59,475.48,469.13,473.69,30789420
VNINDEX,20130424,474.48,475.75,472.89,472.89,30220170
VNINDEX,20130425,474.87,477.80,474.29,476.59,35474860
VNINDEX,20130426,474.87,479.12,474.43,474.51,30585010
VNINDEX,20130502,474.54,476.42,472.16,473.02,20465090
VNINDEX,20130503,471.14,475.24,470.81,475.24,24532200
